id,nome,apelido,cidade,estado,regiao,proprietario, capacidade , oficial ,iluminacao
563,João da Silva Moreira,Parque Lami,Porto Alegre,Rio Grande do Sul,Sul,P,1500,1500,Não
564,João Marimon Junior,,Panambi,Rio Grande do Sul,Sul,M,2873,2873,Sim
565,João Martins,,Santana do Livramento,Rio Grande do Sul,Sul,P,5000,5000,Não
566,João Renato Feltes,,Novo Hamburgo,Rio Grande do Sul,Sul,P,1500,1500,Não
567,Joaquim Vidal,,Cachoeira do Sul,Rio Grande do Sul,Sul,M,5000,5000,Sim
568,José Pinheiro Borda,Beira Rio,Porto Alegre,Rio Grande do Sul,Sul,P ,50128,50128,Sim
569,Luciano Ferreira Martins,,Palmeira das Missões,Rio Grande do Sul,Sul,P,2000,2000,Não
570,Luiz de Medeiros,,Três Passos,Rio Grande do Sul,Sul,M,3000,3000,Não
571,Miguel Wairich Filho,,Júlio de Castilhos,Rio Grande do Sul,Sul,M,1000,1000,Não
572,Morada dos Quero-Queros,,Alvorada,Rio Grande do Sul,Sul,P,1000,1487,Não
573,Nicolau Fico,Fragata,Pelotas,Rio Grande do Sul,Sul,P,3120,3120,Não
574,Odorico Mosmann,,Parobé,Rio Grande do Sul,Sul,P,2500,2500,Não
575,Omar de Carli,,Fagundes Varela,Rio Grande do Sul,Sul,P,3000,3000,Não
576,Pq. Esp. Montanha dos Vinhedos ,Montanha dos Vinhedos,Bento Gonçalves,Rio Grande do Sul,Sul,P,12859,15000,Sim
577,Passo D'Areia,,Porto Alegre,Rio Grande do Sul,Sul,P,10646,14000,Sim
578,Paulo Coutinho,,Carazinho,Rio Grande do Sul,Sul,P,4000,4000,Não
579,Pedra Moura,,Bagé,Rio Grande do Sul,Sul,P,3000,3000,Sim
580,Plátanos,,Santa Cruz do Sul,Rio Grande do Sul,Sul,P,3000,3000,Sim
581,Presidente Vargas,Baixada Melancólica,Santa Maria,Rio Grande do Sul,Sul,P,6523,6523,Sim
582,Raul Oliveira,Zona Sul,Santo Ângelo,Rio Grande do Sul,Sul,P,6000,6000,Sim
583,Rubro Negro,,Crissiumal,Rio Grande do Sul,Sul,M,3500,3500,Não
584,Sadi Arnildo Schmidt,,Campo Bom,Rio Grande do Sul,Sul,P ,2000,2000,Sim
585,Silvio de Faria Correa,,São Gabriel,Rio Grande do Sul,Sul,M,5000,6000,Sim
586,Vermelhão da Colina,,Frederico Westphalen,Rio Grande do Sul,Sul,P,4000,4000,Sim
587,Vermelhão da Serra,,Passo Fundo,Rio Grande do Sul,Sul,P,15000,15000,Sim
588,Vicente Goulart,,São Borja,Rio Grande do Sul,Sul,P,8000,8000,Sim
589,Aglair Tonelli Nogueira,,Cacoal,Rondônia,Norte,M,4000,4000,Sim
590,Aluizio Pinheiro Ferreira,Aluizão,Porto Velho,Rondônia,Norte,E,700,5000,Sim
591,Arnaldo Lopes Martins,Portal da Amazônia,Vilhena,Rondônia,Norte,M,2500,2500,Sim
592,Gentil Valério,Valerião,Ariquemes,Rondônia,Norte,M,2500,2500,Sim
593,José Ângelo Cassol,Cassolão,Rolim de Moura,Rondônia,Norte,M,4000,4000,Sim
594,José de Abreu Bianco,Biancão,Ji-Paraná,Rondônia,Norte,E,5000,5000,Sim
595,Leal Chapelão,,Jaru,Rondônia,Norte,M,3000,3000,Sim
596,Luiz Alves de Ataíde,Ataíde,Pimenta Bueno,Rondônia,Norte,M,2000,2000,Sim
597,Luizinho Turatti,,Espigão D'Oeste,Rondônia,Norte,M,2000,2000,Sim
598,Flamarion Vasconcelos,Canarinho (em obras),Boa Vista,Roraima,Norte,E,6000,6000,Sim
599,Municipal de Mucajaí,Sabinão,Mucajaí,Roraima,Norte,M,1000,1100,Sim
600,Raimundo Ribeiro de Souza,Ribeirão,Boa Vista,Roraima,Norte,E,1107,1500,Sim
601,Aderbal Ramos da Silva,Ressacada,Florianópolis,Santa Catarina,Sul,P,17826,17826,Sim
602,Aníbal Torres Costa,,Tubarão,Santa Catarina,Sul,M,3570,3570,Sim
603,Arena Joinville,Arena,Joinville,Santa Catarina,Sul,M,20160,22000,Sim
604,Augusto Bauer,,Brusque,Santa Catarina,Sul,P,5000,5000,Sim
605,Benedito Therezio de Carvalho Jr.,Ditão,Canoinhas,Santa Catarina,Sul,M,3170,3170,Não
606,Botafogo Futebol Clube,Estrela Solitária,Jaraguá do Sul,Santa Catarina,Sul,P,1000,1000,Não
607,Carlos Alberto Costa Neves,,Caçador,Santa Catarina,Sul,M,6500,6500,Sim
608,Complexo Esportivo do SESI,SESI,Blumenau,Santa Catarina,Sul,P,3624,3624,Sim
609,Domingos Machado de Lima,,Concórdia,Santa Catarina,Sul,M,3161,3161,Sim
610,Domingos Silveira Gonzales,,Tubarão,Santa Catarina,Sul,P,1706,1706,Sim
611,Edir Prestes Valin,Macieirão,Fraiburgo,Santa Catarina,Sul,M,4250,4250,Não
612,Ernesto Schlemm Sobrinho,Ernestão,Joinville,Santa Catarina,Sul,P,5000,5000,Sim
613,Hercílio Luz,Gigantão,Itajaí,Santa Catarina,Sul,P,6010,6010,Sim
614,Heriberto Hulse,Majestoso,Cricíuma,Santa Catarina,Sul,P,19900,19900,Sim
615,Hermann Aichinger,Da Baixada,Ibirama,Santa Catarina,Sul,P,3000,3000,Sim
616,Índio Condá,Arena Condá,Chapecó,Santa Catarina,Sul,M,15765,15765,Sim
617,João Marcatto,,Jaraguá do Sul,Santa Catarina,Sul,M,5270,5270,Sim
618,Orlando Scarpelli,Scarpelli,Florianópolis,Santa Catarina,Sul,P,19584,19584,Sim
619,Renato Silveira,,Palhoça,Santa Catarina,Sul,P,2081,2081,Sim
620,Roberto Santos Garcia,Robertão,Camboriú,Santa Catarina,Sul,M,3300,3300,Sim
621,Vidal Ramos Júnior,,Lages,Santa Catarina,Sul,M,4681,6000,Sim
622,Victório Pierozan,,Seára,Santa Catarina,Sul,M,1500,1500,Não
623,1º de Maio,,São Bernardo do Campo,São Paulo,Sudeste,M,13440,15759,Sim
624,Acrísio Paes Cruz,,Botucatu,São Paulo,Sudeste,M,3000,3000,Sim
625,Adail Nunes da Silva,,Taquaritinga,São Paulo,Sudeste,M,16805,18805,Sim
626,Ademar de Barros,Ademarzão,Araçatuba,São Paulo,Sudeste,M,11274,11274,Sim
627,Ademar Pereira de Barros,Fonte Luminosa/Arena da Fonte,Araraquara,São Paulo,Sudeste,M,20000,21441,Sim
628,Adhemar de Barros,,São Manuel,São Paulo,Sudeste,M,1500,1500,Não
629,AD Parahyba,,São José dos Campos,São Paulo,Sudeste,P,5016,5016,Não
630,Alberto Victolo,Albertão,Tanabi,São Paulo,Sudeste,M,8400,8400,Não
631,Aldevio Barbosa de Lemos,,Campo Limpo Paulista,São Paulo,Sudeste,M,1533,1533,Não
632,Alexandre Augusto Camacho,,Mogi Guaçu,São Paulo,Sudeste,M,4000,5594,Sim
633,Alfredo Chiavegato,,Jaguariúna,São Paulo,Sudeste,M,15000,15000,Não
634,Alfredo de Castilho,Alfredão,Bauru,São Paulo,Sudeste,P,16300,18866,Sim
635,Alfredo Schürig,Parque São Jorge,São Paulo,São Paulo,Sudeste,P,12000,18500,Não
636,Allianz Parque,Allianz Parque,São Paulo,São Paulo,Sudeste,P,43713,43713,Sim
637,Alonso de Carvalho Braga,,Tupã,São Paulo,Sudeste,M,5515,5515,Sim
638,Amadeu Mosca,,Salto,São Paulo,Sudeste,M,2000,2000,Não
639,Anacleto Campanella,,São Caetano do Sul ,São Paulo,Sudeste,M,16744,16744,Sim
640,André Nunes Junior,,Itapevi,São Paulo,Sudeste,M,3452,5000,Não
641,Anísio Haddad,,São José do Rio Preto,São Paulo,Sudeste,P ,14014,14126,Sim
642,Antônio Fernandes,,Guarujá,São Paulo,Sudeste,M,6840,6840,Não
643,Antônio Gomes Martins,Fortaleza,Barretos,São Paulo,Sudeste,M,13007,13007,Sim
644,Antônio Lins Ribeiro Guimarães,,Santa Bárbara D ?Oeste ,São Paulo,Sudeste,P,14913,14913,Sim
645,Antônio Pereira Braga,,José Bonifácio,São Paulo,Sudeste,M,4660,4800,Não
646,Antônio Soares de Oliveira,,Guarulhos,São Paulo,Sudeste,M,6000,6235,Não
647,Antônio Viana Silva,Tonicão,Assis,São Paulo,Sudeste,M,8525,8525,Não
648,Arena Capivari,,Capivari,São Paulo,Sudeste,M,7314,7314,Não
649,Arena Corinthians,,São Paulo,São Paulo,Sudeste,P,45000,47605,Sim
650,Arena Plínio Marin,,Votuporanga,São Paulo,Sudeste,M,7464,8087,Não
651,Archangelo Breda,,Lençóis Paulista,São Paulo,Sudeste,M,5242,5242,Não
652,Dr. Orlando Batista Novelli,Arena Barueri,Barueri,São Paulo,Sudeste,M,31452,31452,Sim
653,Augusto Schmidt Filho,Schmiltão,Rio Claro,São Paulo,Sudeste,M,6284,6284,Sim
654,Barão de Serra Negra,,Piracicaba,São Paulo,Sudeste,M,18000,18000,Sim
655,Belarmino Del Nero,BDN,Pirassununga,São Paulo,Sudeste,P,4935,4935,Não
656,Benito Agnelo Castellano,Benitão,Rio Claro,São Paulo,Sudeste,M,8136,8136,Sim
657,Benedito Teixeira,Teixeirão,São José do Rio Preto ,São Paulo,Sudeste,P ,32168,32936,Sim
658,Bento de Abreu Souza Vidal,Bento de Abreu,Marília,São Paulo,Sudeste,M,15010,15010,Sim
659,Breno Ribeiro do Val,,Oswaldo Cruz,São Paulo,Sudeste,M,11784,11784,Sim
660,Brinco de Ouro da Princesa,Brinco de Ouro,Campinas,São Paulo,Sudeste,P,29130,29130,Sim
661,Bruno José Daniel,,Santo André,São Paulo,Sudeste,M,8000,14185,Sim
662,Bruno Lazzarini,,Leme,São Paulo,Sudeste,M,6701,6701,Sim
663,Cândido de Barros,,Araraquara,São Paulo,Sudeste,M,4156,4156,Sim
664,Carlos Affini,,Paraguaçu Paulista,São Paulo,Sudeste,M,15000,15000,Sim
665,Carlos Ferracine,,Caieiras,São Paulo,Sudeste,M,5560,5560,Não
666,Cerecamp,,Campinas,São Paulo,Sudeste,M,4033,4033,Não
667,Cícero Pompeu de Toledo,Morumbi,São Paulo,São Paulo,Sudeste,P,72039,77011,Sim
668,Cláudio Rodante,,Fernandópolis,São Paulo,Sudeste,M,5000,6950,Sim
669,Comendador Agostinho Prada,Pradão,Limeira,São Paulo,Sudeste,M,9483,9483,Sim
670,Conde Rodolfo Crespi,Rua Javari,São Paulo,São Paulo,Sudeste,P,3800,4004,Não
671,Coronel Francisco Vieira,,Itapira,São Paulo,Sudeste,M,4444,4800,Sim
672,CP João do Pulo,,São José dos Campos,São Paulo,Sudeste,M,600,600,Sim
673,Dario Rodrigues Leite,,Guaratinguetá,São Paulo,Sudeste,M,16095,16095,Sim
674,Décio Vitta,Rio Brancão,Americana,São Paulo,Sudeste,M,16300,16300,Sim
675,Distrital Vila Guarani,,São Paulo,São Paulo,Sudeste,M,1500,1500,Não
676,Domenico Paolo Mettidieri,,Votorantim,São Paulo,Sudeste,M,980,980,Não
677,Domingos Baldan,,Guariba,São Paulo,Sudeste,M,2737,2737,Não
678,Dos Amaros,,Itápolis,São Paulo,Sudeste,M,946,14074,Sim
679,Dr. Francisco Palmas Travassos,,Ribeirão Preto,São Paulo,Sudeste,P,14500,18277,Sim
680,Dr. Jorge Ismael de Biasi,,Novo Horizonte,São Paulo,Sudeste,P,12872,14096,Sim
681,Dr. Oswaldo Scatena,,Batatais,São Paulo,Sudeste,P,13000,13000,Sim
682,Ernesto Rocco,,Porto Feliz,São Paulo,Sudeste,M,3646,4246,Não
683,Espanha,,Santos,São Paulo,Sudeste,P,7228,7228,Não
684,Euclides da Almeida,,Cotia,São Paulo,Sudeste,M,5230,5230,Não
685,Farid Jorge Resegue,,Bariri,São Paulo,Sudeste,M,3000,4892,Não
686,Francisco Franco,,Rancharia,São Paulo,Sudeste,P,3213,3213,Não
687,Francisco Marques Figueira,,Suzano,São Paulo,Sudeste,M,3445,3445,Sim
688,Francisco Ribeiro Nogueira Filho,,Mogi das Cruzes,São Paulo,Sudeste,M,14384,14384,Sim
689,Frederico Dalmaso,Fredericão,Sertãozinho,São Paulo,Sudeste,M,2277,7860,Sim
690,Frei Arnaldo Castilho,,Ilha Solteira,São Paulo,Sudeste,M,5500,5500,Sim
691,Giglio Portugal Pichinin,Baetão,São Bernardo do Campo,São Paulo,Sudeste,M,6315,6315,Sim
692,Gilberto Siqueira Lopes,Gilbertão,Lins,São Paulo,Sudeste,M,15064,15770,Sim
693,Hermínio Espósito,,Embu das Artes,São Paulo,Sudeste,M,2986,2986,Não
694,Hermínio Ometto,Herminião,Araras,São Paulo,Sudeste,P,16096,16096,Sim
695,Hudson Buck Ferreira,,Matão,São Paulo,Sudeste,P,8758,14500,Sim
696,Ítalo Mário Limongi,Gigante da Vila Industrial,Indaiatuba,São Paulo,Sudeste,P,7820,7820,Não
697,Jayme Pinheiro Ulhoa Cintra,Jayme Cintra,Jundiaí,São Paulo,Sudeste,P,13905,15155,Sim
698,Joaquim de Moraes Filho,Joaquinzão,Taubaté,São Paulo,Sudeste,P,9600,12896,Sim
699,Joaquim Justo,,Américo Brasiliense,São Paulo,Sudeste,M,5000,5000,Não
700,Joe Sanchez,ADC GM,São José dos Campo,São Paulo,Sudeste,P,1000,1000,Não
701,José Araújo Cintra,,Amparo,São Paulo,Sudeste,P,4675,4675,Não
702,José Lancha Filho,Lanchão,Franca,São Paulo,Sudeste,M,14686,14686,Sim
703,José Liberatti,Rochedale,Osasco,São Paulo,Sudeste,M,11780,12430,Não
704,José Maria Campos Maia,,Mirassol,São Paulo,Sudeste,M,15000,15000,Sim
705,José Sidney Cunha,,Capão Bonito,São Paulo,Sudeste,M,10022,10022,Não
706,Laudo Natel,,Cotia,São Paulo,Sudeste,P,2000,2000,Sim
707,Legionário Esporte Clube,Dedé Muniz,Bragança Paulista,São Paulo,Sudeste,P,900,900,Não
708,Leonardo Barbieri,,Águas de Lindóia,São Paulo,Sudeste,M,7200,7200,Não
709,Leônidas Camarinha,,Santa Cruz do Rio Pardo,São Paulo,Sudeste,M,6000,7500,Sim
710,Luiz Perissinotto,,Paulínia,São Paulo,Sudeste,M,5386,5386,Não
711,Major José Levy Sobrinho,Limeirão,Limeira,São Paulo,Sudeste,M,18000,23475,Sim
712,Mansueto Pierotti,,São Vicente,São Paulo,Sudeste,P,4912,4912,Não
713,Marcos Eduardo C. Truvilho,,Ibiúna,São Paulo,Sudeste,M,3720,3720,Não
714,Maria Tereza Breda,,Olímpia,São Paulo,Sudeste,M,15000,15000,Sim
715,Martins Pereira,,São José dos Campos ,São Paulo,Sudeste,M,16500,16500,Sim
716,Moisés Lucarelli,,Campinas,São Paulo,Sudeste,P,17728,19728,Sim
717,Nabi Abi Chedid,,Bragança Paulista,São Paulo,Sudeste,P,17022,17128,Sim
718,Nicolau Alayon,,São Paulo,São Paulo,Sudeste,P,5000,10117,Não
719,Novelli Junior,Majestoso da Vila Nova,Itu,São Paulo,Sudeste,M,18560,18560,Sim
720,Oswaldo Teixeira Duarte,Canindé,São Paulo,São Paulo,Sudeste,P,21004,22375,Sim
721,Otacília Patrício Arroyo,,Monte Azul,São Paulo,Sudeste,P,13100,13100,Não
722,Paulo Constantino,Prudentão,Presidente Prudente,São Paulo,Sudeste,M,45954,45954,Sim
723,Paulo Machado de Carvalho,Pacaembu,São Paulo,São Paulo,Sudeste,M,37730,40199,Sim
724,Pedro Benedetti,EM de Mauá,Mauá,São Paulo,Sudeste,M,8567,8567,Não
725,Pedro Marin Barbel,Pedrão,Biriguí,São Paulo,Sudeste,M,2500,8240,Sim
726,Prof. Luiz Augusto Oliveira,,São Carlos,São Paulo,Sudeste,M,8000,10000,Sim
727,Robert Todd Locke,,Jaboticabal,São Paulo,Sudeste,P,7512,7512,Sim
728,Roberto do Vale Rollemberg,,Jales,São Paulo,Sudeste,M,7680,7680,Sim
729,Romildo Vitor Gomes Ferreira,,Mogi Mirim,São Paulo,Sudeste,P,19900,19900,Sim 
730,Salvador Russani,,Atibaia,São Paulo,Sudeste,M,2563,2563,Não
731,Santa Cruz,,Ribeirão Preto,São Paulo,Sudeste,P,25000,29292,Sim
732,São Sebastião,,Mococa,São Paulo,Sudeste,M,7800,7800,Sim
733,Sílvio Salles,,Catanduva,São Paulo,Sudeste,M,16444,16444,Sim
734,Sociedade Esportiva Palmeirinha,Vila Famosa,Porto Ferreira,São Paulo,Sudeste,M,3402,3402,Não
735,Sócrates Stamato,,Bebedouro,São Paulo,Sudeste,M,10200,10200,Sim
736,Stavos Papadopoulos,,Jacareí,São Paulo,Sudeste,P,4090,4090,Não
737,Tenente Carriço,Tenentão,Penápolis,São Paulo,Sudeste,M,2000,4679,Não
738,Ulrico Mursa,,Santos,São Paulo,Sudeste,P,5737,8392,Sim
739,Urbano Caldeira,Vila Belmiro,Santos,São Paulo,Sudeste,P,16068,21732,Sim
740,Vereador José Feres,,Taboão da Serra,São Paulo,Sudeste,M,4000,4410,Não
741,Vereador José Pereira,,Sumaré,São Paulo,Sudeste,M,2500,2626,Não
742,Virgílio Holtz,,Itararé,São Paulo,Sudeste,P,5570,5570,Sim
743,Walter Ribeiro,,Sorocaba,São Paulo,Sudeste,M,13772,13772,Sim
744,Wanderley J. Vicentini,,Pedreira,São Paulo,Sudeste,M,3262,3262,Não
745,Zezinho Magalhães,,Jaú,São Paulo,Sudeste,P,12978,12978,Sim
746,André Avelino,Andrezão,Canindé do São Francisco,Sergipe,Nordeste,M,2000,2000,Sim
747,André Moura,,Pirambu,Sergipe,Nordeste,M,2000,2000,Sim
748,Antônio Carlos Fontes Souza,Tozão,Japaratuba,Sergipe,Nordeste,M,2000,2000,Não
749,Ariston Azevedo,,Nossa Senhora das Dores,Sergipe,Nordeste,P,2000,2000,Não
750,Arnaldo Pereira,,São Domingos,Sergipe,Nordeste,M,2000,2000,Não
751,Augusto Franco,Francão,Estância,Sergipe,Nordeste,E,8000,8000,Sim
752,Caio Feitosa,,Porto da Folha,Sergipe,Nordeste,P,3000,3000,Não
753,C. D. Augusto Franco,Augusto Franco,Laranjeiras,Sergipe,Nordeste,F,1500,1500,Não
754,Denisson Fontes Souza,Souzão,Itabaianinha,Sergipe,Nordeste,P,2000,2000,Não
755,Durval Feitosa,,Propriá,Sergipe,Nordeste,P,2000,2000,Não
756,Editon Oliveira,,Nossa Senhora da Glória,Sergipe,Nordeste,M,2000,2000,Não
757,Francisco Leite,Chico Leite,Riachuelo,Sergipe,Nordeste,P,1300,1300,Não
758,Fernando França,Franção,Carmópolis,Sergipe,Nordeste,P,2000,2000,Sim
759,Geraldo Oliveira,Geraldão,Cristinápolis,Sergipe,Nordeste,M,2000,2000,Sim
760,Gov. Antônio Carlos Valadares,Vavazão,Maruim,Sergipe,Nordeste,E,10235,10235,Sim
761,Idalito Oliveira,,Carmópolis,Sergipe,Nordeste,F,2500,2500,Não
762,Isaías Gileno Barreto,Campo do Limão,São Cristóvão,Sergipe,Nordeste,M,2000,2000,Não
763,João Alves Filho,,Propriá,Sergipe,Nordeste,E,4500,4500,Não
764,João Hora de Oliveira,João Hora,Aracaju,Sergipe,Nordeste,P,6000,6000,Sim
765,Joaquim Sabino Ribeiro,Sabino Ribeiro,Aracaju,Sergipe,Nordeste,P,4000,4000,Sim
766,José Francisco de Oliveira,Severão,Macambira,Sergipe,Nordeste,M,1500,1500,Não
767,Lourival Baptista,Batistão,Aracaju,Sergipe,Nordeste,E,15586,15586,Sim
768,Manoel Joaquim Porto,Manoel Joaquim,Aquidabã,Sergipe,Nordeste,M,2000,2000,Não
769,Módulo Esportivo Tobias Barreto,Brejeirão,Tobias Barreto,Sergipe,Nordeste,M,3000,3000,Sim
770,Paulo Barreto de Menezes,Barretão,Lagarto,Sergipe,Nordeste,E,6000,6000,Sim
771,Presidente Médici,Médici,Itabaiana,Sergipe,Nordeste,E,10000,10000,Sim
772,Roberto Góis,,Riachão,Sergipe,Nordeste,M,2000,2000,Não
773,Wellington Elias,Lelesão,Nsa. Senhora do Socorro,Sergipe,Nordeste,F,3000,3000,Sim
774,Velho Chico,Velho Chico,Neópolis,Sergipe,Nordeste,M,1500,1500,Não
775,Vila Operária,Passagem,Neópolis,Sergipe,Nordeste,P,2000,2000,Não
776,Alexandre Cândido Gomes,Alexandre Gomes,Araguaçu,Tocantins,Norte,M,1000,1000,Não
777,Antônio Neto,Bigodão,Colinas,Tocantins,Norte,M,1200,1200,Sim
778,Castanheirão,Castanheirão,Miracema,Tocantins,Norte,E,2000,2000,Sim
779,Delfino Pereira Lopes,Delfinão,Guaraí,Tocantins,Norte,M,1500,1500,Sim
780,Dr. Magalhães,Dr. Magalhães,Dianópolis,Tocantins,Norte,M,1000,1000,Não
781,Elias Natan,Elias Natan,Alvorada,Tocantins,Norte,M,1500,1500,Não
782,General Sampaio,General Sampaio,Porto Nacional,Tocantins,Norte,M,2000,2000,Sim
783,Gilberto Resende Rocha,Rezendão,Gurupi,Tocantins,Norte,E,3000,3000,Sim
784,João Ribeiro,Ribeirão,Tocantinópolis,Tocantins,Norte,P ,10000,10000,Sim
785,José Pereira Rêgo,Pereirão,Paraíso ,Tocantins,Norte,M,2300,2300,Sim
786,Leôncio Miranda,Mirandão,Araguaína,Tocantins,Norte,E,9000,9000,Sim
787,Municipal de Rio Sono,Rio Sono,Rio Sono,Tocantins,Norte,M,500,500,Não
788,Nilton Santos,Nilton Santos,Palmas,Tocantins,Norte,E,10000,10000,Sim
789,Vanderlei Afonso da Silva,Ipirangão,Aliança,Tocantins,Norte,M,500,500,Não
